artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]日本的「魷魚遊戲」海報怎麼怪怪的?,2021/10/10,17:03:35,https://www.ptt.cc/bbs/Gossiping/M.1633885417.A.9B7.html,EVEA,Gossiping,56,34,3,"我朋友日本妹子，最近想去報名參加日本第一屆「魷魚遊戲」

日本妹子傳宣傳海報給我看

怎麼覺得怪怪的

海報如下~~
https://imgur.com/WKuJM2r
https://imgur.com/QfyHAcS
是我多疑了嗎???


日本妹子去參加第一屆「魷魚遊戲」該注意什麼???
"
Re:[問卦]netflix出資台灣還是拍廢片why？,2021/10/10,17:59:38,https://www.ptt.cc/bbs/Gossiping/M.1633888780.A.257.html,zero09107,Gossiping,12,4,0,"就保守心態阿

拍文青小成本爛片不管再怎麼爛只要在台灣拍有台灣元素就可以跟文化部騙補助。
這樣就有保底機制。
既然有保底機制了那很多導演就想我幹嘛跟後期版的位的剩一樣花一堆錢又拍不出好東
西還搞臭自己。

如果文化部敢公開到底都甚麼人在請補助就可以看出多少演藝跟文化圈的D黨之友像
吸血蟲整天演一些沒人看的東西在申請補助，不給請就開罵說歧視或打壓台灣文化。

像魷魚遊戲或大逃殺之類的就別想了，暴力/殺女性/性暗示之類的內容被台灣恐龍家長
看到還不罵爆說幹嘛不拍文藝/美式卡通片要拍這種血腥暴力的，以前黑金/號角響起/
阿布拉/黑道片之類的嘴個幾句幹OO可是沒管制的，你現在電影如果有這類內容....
直接列18禁的片。

哦對了，如果文藝片+上映日期是年底還能蹭跨年賀歲片一波。
"
Re:[問卦]網飛帶韓劇世界飛，台灣還停留在家自慰?,2021/10/10,21:50:31,https://www.ptt.cc/bbs/Gossiping/M.1633902633.A.B57.html,Findagreen,Gossiping,103,26,1,"之前看到一句話很有感：
「影視娛樂就是文化的延伸而已」

台灣內部就是一個負面循環，是要怎麼有好的產出？

音樂
韓國BTS紅到全世界還能在聯合國演講、拍片跳舞，台灣的文青音樂連自己人都不買單
過了快20年天王天后還是周杰倫、蔡依林

電影
韓國能拍出屍速列車，寄生上流、我只是個計程車司機(連轉型正義都敢拍)
台灣能紅到韓國的電影就是不能說的秘密、我的少女時代、那些人這些高中生談戀愛的片

戲劇
韓劇多紅就不用多說了，你說魷魚遊戲就一群大人在玩小朋友的遊戲有什麼好看的？卻不
去看為什麼人家可以在Netflix的83個國家當中稱霸
台灣能紅到韓國的戲劇想見你，穿越時空的高中生談戀愛
真奇怪，會紅的題材都是高中生談戀愛

也沒什麼結論啦，當愛台灣變成在中國紅不了的咖的專利時，台灣就註定下去了
"
[問卦]10月NetFlix推薦看甚麼?,2021/10/10,23:24:16,https://www.ptt.cc/bbs/Gossiping/M.1633908258.A.1DC.html,a828203,Gossiping,69,48,4,"早安，一早的開始，國慶連假的最後一天。

最近剛看完，

斯卡羅、艾蜜莉在巴黎、比爾蓋茲 疑難解法、阿甘正傳等等，

看到一半的 請回答 1988 被下架了，

就轉進LINE TV繼續觀看。

現在很夯的魷魚遊戲，直接看懶人包，快速看完。

想要問一下，現在10月 NextFlix 推薦看甚麼?

有卦嗎?
"
[問卦]「Netflix訂閱」已經算基本人權了嗎？,2021/10/10,23:27:21,https://www.ptt.cc/bbs/Gossiping/M.1633908443.A.04C.html,HisVol,Gossiping,411,144,93,"最近魷魚遊戲大流行

根本是對沒訂Netflix 者的霸凌



以前有線電視時代流行某個戲劇時

大家都看得到，轉個台就好

畢竟有線電視很便宜、很普及



但是現在沒訂Netflix 的人根本只能乾瞪眼

就這樣缺席一個時代的記憶



因應這樣的數位落差(或應該說是 訂閱落差)

政府是不是該開辦 全民Netflix保？

跟大家收一筆訂閱保費

確保全民不分貧富均能獲得基本的Netflix訂閱權



有沒有卦
"
[問卦]有人跟我一樣覺得Netflix的影集很無聊嗎?,2021/10/11,00:17:26,https://www.ptt.cc/bbs/Gossiping/M.1633911448.A.8E4.html,keane9112,Gossiping,49,9,5,"一直在那邊魷魚遊戲…

看了第一集10分鐘就看不下去了

然後其他的影集不就是韓劇還能看

韓劇就那樣而已 一堆迷妺在瞎捧

跟那些肥宅捧 鬼滅差不多

而電影爛得要死…

反而覺得Disney+ 內容更讚

有國家地理頻道 辛普森家族 皮克斯

漫威影集也很棒

洛基 獵鷹與酷寒戰士 汪達與幻視

未來還有變種人x戰警 死侍…一堆IP

福斯底下的美劇也會進

怎麼看都比Netflix 強太多…





"
Re:[問卦]netflix出資台灣還是拍廢片why？,2021/10/11,00:17:37,https://www.ptt.cc/bbs/Gossiping/M.1633911459.A.D06.html,YesHi,Gossiping,9,1,0,"要拍還是有吧

看看最近砸錢砸最兇的劇

愛奇藝的""逆局""

花三億拍24集

導演找誰是被害者的莊絢維、陳冠仲來導

也找了一堆大咖卡司來演

內容超血腥，算是台灣少有的犯罪驚悚片

這部我覺得比魷魚遊戲好看多了




但愛奇藝被政府趕出台灣了...
"
Re:[問卦]說真的每月19萬薪資快沒了誰都會落淚吧,2021/10/11,00:27:59,https://www.ptt.cc/bbs/Gossiping/M.1633912082.A.341.html,jongam,Gossiping,16,5,2,"其實立委薪水那個19萬根本不是重點

重點是立法委員可以修法 通過法律

這代表這個國家遊戲制度是你可以改的

假設你是玩魷魚遊戲的人  現在給你開掛

遊戲規則你可以改 這有多少爽你知道嗎

如果被罷免   就變回韭菜了
"
Re:[問卦]netflix出資台灣還是拍廢片why？,2021/10/11,02:33:04,https://www.ptt.cc/bbs/Gossiping/M.1633919586.A.645.html,aj6617,Gossiping,21,8,3,"不得不說
韓國就是會搞推銷跟宣傳
看韓綜都覺得午餐肉很好吃的感覺
實際吃過之後
我還是乖乖買美而香的火腿好了

魷魚遊戲也是
除了演員外
遊戲設計跟劇情我都覺得輸今際之國
不過知名度
是魷魚>>>>>>>>>>>>>今際

netflix出資的台劇
應該也只有一部-罪夢者吧
當初說要上的netflix的國際橋牌社第一季
最後跑到friday
現在的第二季更慘
沒有平台肯撥
只好獨立上架

台灣不是拍不出好片
缺的是錢
如果每部片都砸他個兩億去拍
最基本的道具.服裝.燈光.音響這些都會有所提升
剛得獎的某部片不就是這樣?
之後進而帶動其他的劇本.製作.演員.導演的提升
要讓netflix再次出資也並非不可能
誰是被害者是netflix重返台劇的契機
正在拍第二季了 加油~
感覺韓國的影視對這方面很敏銳
可憐喔 通靈少女都多久之前的片子了
自身條件提升 才能讓netflix再次投資 你都看不懂
到底是眼睛還是邏輯有問題?
應該說台灣導演只是比較不明白理想與現實的差距?
不砸錢 可能好幾十部才有一部好片
真的 今際的知名度太低
其實蠻佩服台灣大哥大能持續提供金援給影視產業XD"
[問卦]魷魚遊戲001號如果拔河輸了如何詐死？,2021/10/11,02:33:11,https://www.ptt.cc/bbs/Gossiping/M.1633919593.A.05A.html,martin110287,Gossiping,27,12,3,"拔河那場
001那隊差一點就輸惹

如果真的輸了
001一定也要掉下去

那他該如何詐死？

有八卦嗎？
"
[問卦]魷魚遊戲這樣會被淘汰嗎?,2021/10/11,02:53:32,https://www.ptt.cc/bbs/Gossiping/M.1633920814.A.C99.html,aaagang,Gossiping,14,4,2,"認真問，
如果你是裁判官，
木頭人在停止的時候還動，
你就必需射殺，
但是這種實在很難判斷，
是你要怎麼做?
https://i.imgur.com/vTZXFEk.gif"
Re:[問卦]網飛帶韓劇世界飛，台灣還停留在家自慰?,2021/10/11,03:46:07,https://www.ptt.cc/bbs/Gossiping/M.1633923971.A.DFB.html,capricornlin,Gossiping,8,3,1,"肯在台灣自慰的還算好的 一堆人直接飛中國拍超級糞片撈錢

在中國拍一些糞片撈的錢 比在台灣或韓國拍什麼魷魚遊戲賺的錢多100倍

魷魚遊戲片酬很低  這種片在台灣拍不出來

片酬這麼低要叫這些台灣藝人留下來雕演技拍片？ 想太多

直接去中國拍一些無腦的甜寵古代糞劇 撈的錢多數百倍都有可能

中國一堆糞片跟低智商的演技 一部片領的酬勞可以到上千到上億人民幣

但韓國藝人沒這門路 只能龜在韓國拍片


"
Re:[問卦]日本人魷魚遊戲這波484覺得很幹,2021/10/11,04:47:09,https://www.ptt.cc/bbs/Gossiping/M.1633927631.A.0AA.html,cplusplus426,Gossiping,4,2,0,"開司 詐欺都是半被迫參加啊

魷魚一堆看過死亡遊戲又回鍋的咖


魷魚遊戲某種程度上

主辦人是很給機會的

主角雖然滿嘴仁義道德

但要不是主辦放水

他能活著見女兒

爽過餘生？

說要幹掉魷魚遊戲

阿撐了一年還不是拿這些錢給別人用了

還想飛美國找女兒

有種就全捐啊

第二季看好這個矛盾者變主辦
Sent from
BePTT
on my iPhone 11
"
[問卦]魷魚遊戲的尚佑是不是天菜男神,2021/10/11,05:19:31,https://www.ptt.cc/bbs/Gossiping/M.1633929573.A.FEF.html,onesweetday,Gossiping,19,10,5,"如題

小妹剛看完魷魚遊戲

覺得裡面的尚佑真的是天菜耶

又高又帥又壯

還是首爾大學經驗管理系畢業的高材生

雖然做事有點不擇手段

但沒有主動害人

玻璃橋會推人也是因為前面那個在拖時間

尚佑是不是天菜男神            ？"
[問卦]魷魚遊戲的警察角色給女角演會找誰？,2021/10/11,05:30:37,https://www.ptt.cc/bbs/Gossiping/M.1633930239.A.EF9.html,RocKsHigH,Gossiping,12,3,1,"魷魚遊戲男女演員不太均衡 需要多一點女角才能達到政治正確

警察在這個劇裡面份量很重 給女角演應該不錯

如果要找個女演員來演警察這個角色 誰比較適合呢？

她有辦法接受變態胖白人的五分鐘挑戰嗎？
"
[問卦]魷魚遊戲玩最後一關的時候VIP都在想什麼,2021/10/11,05:59:50,https://www.ptt.cc/bbs/Gossiping/M.1633931992.A.342.html,ching1210,Gossiping,33,14,5,"前一關玻璃橋還算是好看

最後一關殺到只剩2個人玩魷魚遊戲

本來黑臉還在跟VIP解釋說進攻方條件比較劣勢

在外圈只能用單腳跳

結果李政宰丟個沙子就輕鬆走過去了

我看那個黑臉應該尷尬到臉真的都黑了

最後魷魚遊戲還變成互毆遊戲

做為壓軸的項目真的是難看死了

有沒有在玩魷魚遊戲的時候

VIP都在想什麼？

是不是很想要退費？
"
[問卦]長津湖到底誰贏了?,2021/10/11,07:01:22,https://www.ptt.cc/bbs/Gossiping/M.1633935687.A.96F.html,end4000w,Gossiping,63,23,7,"最近在全世界爆紅的是魷魚遊戲
但中國卻仍獨樹一格
在中國爆紅的電影--長津湖
https://www.youtube.com/watch?v=8tCTJou4SuE
韓戰中國等於是用人民的生命1打19國
許多中國小粉紅看得熱淚盈眶，紛紛希望中共趕快開戰
https://www.youtube.com/watch?v=1M0QDe83SIo
尤其不能理解的
是他們把冰雕連這種毫無人性的行為吹成中國的驕傲
https://www.youtube.com/watch?v=toLBaxfhVHI
我們就不說韓戰第四次第五次戰役雙方陣亡比是100:1了
光長津湖的雙方陣亡人數比
小粉紅堅持是4:1
自由世界最保守估計美國傷亡只有中國的1/10
這樣一場中國用死人堆出來的結果勉強只能說是平手
為何中國人就那麼有自信能夠再來一次1打19?
https://youtu.be/M8LPiyJ0gVA?t=643"
[問卦]魷魚遊戲拔河？,2021/10/11,07:08:57,https://www.ptt.cc/bbs/Gossiping/M.1633936139.A.5ED.html,MASAMII,Gossiping,26,9,3,"是這樣的啦

最近剛看問很紅的魷魚遊戲

雖然後面蠻爛尾的

但整體還是不錯看啦

但我在想啊

拔河那個幕後黑手老阿伯那組雖然贏了

但超驚險吧往前三步根本超賭命吧

一個不小心就掰了怎麼會參加啊= =？

卦？

-
Sent from JPTT on my iPhone
"
[問卦]要去帝愛集團還是魷魚遊戲好？,2021/10/11,09:01:04,https://www.ptt.cc/bbs/Gossiping/M.1633942866.A.547.html,spartaucs896,Gossiping,83,41,5,"欸，肥宅已經沒錢然後欠債到沒辦法了，今天突然有個人給我兩張卡，一張去帝愛做苦工，
一張去韓國玩遊戲，哪個好？
"
[問卦]拍什麼題材的台劇才能紅遍全世界?,2021/10/11,09:15:19,https://www.ptt.cc/bbs/Gossiping/M.1633943721.A.913.html,purine5566,Gossiping,118,67,7,"如題

韓國人拍韓國魷魚遊戲

紅遍全世界

搞得台灣好像越來越落後韓國一樣

如果台灣想要贏過韓國

也來用台灣元素來拍戲劇

但在有台灣價值的前提下

禁止一切中國歷史文化背景題材

純粹以台灣元素入戲的狀況下

拍什麼才能一樣紅遍全世界?

有沒有這方面八卦


"
[問卦]高雄在進行魷魚遊戲嗎?,2021/10/11,09:53:23,https://www.ptt.cc/bbs/Gossiping/M.1633946005.A.536.html,gggping,Gossiping,8,3,0,"這幾天高雄很多人在排隊，我也跟著排了
https://imgur.com/not7hKK.png
請問這是魷魚遊戲的入場券嗎?

        主辦單位知道我咕嚕咕嚕嗎?
"
[問卦]柯南一行人玩魷魚遊戲該怎麼演？,2021/10/11,10:06:16,https://www.ptt.cc/bbs/Gossiping/M.1633946778.A.F43.html,slb19930308,Gossiping,9,5,0,"肥宅我好奇

如果名偵探柯南一行人

去玩魷魚遊戲

出個電影版

面對123木頭人 拔河遊戲等等

該怎麼拯救小蘭呢

有沒有八卦？
"
Re:[問卦]拍什麼題材的台劇才能紅遍全世界?,2021/10/11,11:03:29,https://www.ptt.cc/bbs/Gossiping/M.1633950212.A.779.html,oopscrap,Gossiping,7,1,0,"最近在Netflix 上看了些台劇跟台灣電影，像是孤味、陽光普照、誰是被害者以及誰先愛
上他等多部戲劇電影。

不管是討論的議題，劇情的深度以及精彩度，都有已經有大幅度的提升。

不要一直老是有對岸人的思維，祖國強大了，中國人在國外就抬的起頭了。  台灣拍出跟
魷魚遊戲一樣紅的台劇，台灣人就在國際社會抬的起頭了。

祖國就算強大了，你們這些韭菜還是沒錢出國。

就算台劇紅片全世界也不關你我的事，成功的是導演、劇組還有演員。


"
[問卦]把鄉土劇端上NETFLIX外國人會想什麼？,2021/10/11,12:07:53,https://www.ptt.cc/bbs/Gossiping/M.1633954075.A.FAB.html,DoncicInPTT,Gossiping,48,15,8,"我們先跳脫什麼

台灣拍不拍得出魷魚遊戲這個觀點


假設，

今天把台灣鄉土劇

像是什麼天之驕女、黃金歲月

或是更早之前什麼炮仔聲、夜市人生

把他們搬上NETFLIX

讓外國人看


外國人看到這些劇會想什麼

有八卦嗎
"
[問卦]反正我很閒可以救台劇嗎?,2021/10/11,12:15:04,https://www.ptt.cc/bbs/Gossiping/M.1633954506.A.017.html,douCai,Gossiping,42,24,4,"是這樣子啦

因為最近紅了一個韓國人拍的魷魚遊戲

又開始掀起鄉民檢討台劇的聲浪

說題材都是那些文青話題

那麼看看反正我很閒

有題材多樣

有檢討資本主義的

有教大家如何戀愛的

有分享如何挑海產的

族繁不及備載

這樣反正我很閒可以救得了台劇嗎?

有沒有八卦?
"
Re:[問卦]政府不補貼就掛掉的484該早點收一收?,2021/10/11,12:21:05,https://www.ptt.cc/bbs/Gossiping/M.1633954867.A.E1C.html,myIDis7,Gossiping,8,0,0,"當然84啊

你看魷魚遊戲直接賺爛

ISP業者還開吉 看魷魚遊戲太耗頻寬要加錢

阿你沒之前拍一堆糞片練手

哪來的神片給你賺一波大的

糞片就是賺不回成本

政府不補助靠誰補助？

藝術類的東西就是這樣啊

一波大的直接流傳萬世

政府每年本來就會有預算要消耗

如果拿來買營養午餐的話 現在少子化那麼嚴重了 營養午餐都可以吃西堤了吧
政府補助的都是那種紅了就爽一大波的

什麼體育、藝術

要不是國產車廢到笑

如果納智捷跟現代一樣紅

就不是被虧 而是被吹爆
"
[問卦]一樣被嘴爆的斯卡羅跟魷魚台劇輸在哪?,2021/10/11,14:03:21,https://www.ptt.cc/bbs/Gossiping/M.1633961003.A.E65.html,pikachu0502,Gossiping,77,22,4,"本版近期最被燒的兩部戲劇 斯卡羅 魷魚遊戲
一個以史詩場景做主打 一個以吃雞賽制為主軸
編劇跟內容 都被本版酸到一文不值
共通點就是都被本版酸爛
但魷魚遊戲已經整個賣翻全球 到處賺
斯卡羅似乎連台灣內部市場都打不開

一樣被嘴爆的狀況 台劇是輸韓劇在哪?"
Re:[問卦]日本人魷魚遊戲這波484覺得很幹,2021/10/11,14:42:48,https://www.ptt.cc/bbs/Gossiping/M.1633963370.A.F00.html,demitri,Gossiping,12,2,1,"現在日本也可以靠netflix行銷日劇啊
怎麼沒辦法了？
日本堂堂一個先進國家 各領域發展成熟度
贏過週邊國家幾十年
有一億多人的市場保底 加上亞洲市場
怎麼拍都不怕吃土 優勢那麼多

怎麼反而沒有韓國這種企圖心
人家韓國才5千萬人
過去也沒有日本那種靠亞洲天龍國地位
自帶光環的氣場

結果韓國影視過去十幾二十年來 進步多少？
電視劇這種吃收視率 高度商業化的就算了
電影韓國都進化多少了？

這次魷魚遊戲
說穿了就是韓國累積多年的電影實力
拿來“大材小用” 發揮在電視劇上而已

先不說韓劇在日本都紅多少年了 日本人大概早無感了
一堆日本年輕人的媽媽都是裴勇俊迷  自己也是韓團迷

就算日本很嘔又怎樣  自己拍一部給人看看啊

生存遊戲是一種類型 不是日本專利 哪國都能拍
自詡為生存遊戲劇種的大國
那就拍一部拼輸贏

別說我們都沒看過日本的啦 日本生存遊戲的片
很多創意不錯 可是影視化就尷尬滿點
一部好的戲劇又不是只有創意就好 還要看得下去啊
你拿十幾年前韓劇來說 宣揚韓國文化就算了
那時候韓國還在建立民族自信 整天推銷韓國文化
推銷到很煩  三天兩頭“我們大韓民國”
然後就開始吃生章魚跟推銷泡菜
現在韓劇/韓影的招牌已經打響
還需要特地宣揚嗎？

不管你喜不喜歡韓國  人家拍戲是真的認真
也真的一直在進步 以前礙於資金 劇種跟創意都受限
現在有netflix資金到位 就大展身手
人人都有機會啊"
[問卦]台灣影視圈就是被(台灣)禁錮住吧,2021/10/11,14:53:02,https://www.ptt.cc/bbs/Gossiping/M.1633963984.A.8E3.html,Number87,Gossiping,26,4,0,"最近魷魚遊戲在全球爆紅，之前的寄生上流也在奧斯卡大放光彩，還有不少的影視作品也是口碑跟票房都不錯

可以說韓國在這一塊跟台灣相比，確實是比較有題材跟共鳴性

相反的台灣呢，可以說近十幾年來就是只能局限在台灣這個題材上發揮

海角七號、賽德克巴萊、我的少女時代、通靈少女跟最近的斯卡羅

都是圍繞這台灣這個題材在演繹，想要讓其他國家的觀眾引起共鳴基本上是很難，必經這些文化他們也沒經歷過

所以台灣影視圈如果要像韓國這樣的發展，題材上是不是不要一直再台灣這個題材上呢
"
Re:[問卦]一樣被嘴爆的斯卡羅跟魷魚台劇輸在哪?,2021/10/11,14:55:52,https://www.ptt.cc/bbs/Gossiping/M.1633964154.A.D08.html,zo6al,Gossiping,3,3,0,"你拿斯卡羅來比魷魚遊戲

簡直是懶覺比雞腿

斯卡羅我看完前兩集就不想看了

演員的演技沒話說

但是導演和編劇根本不知道在創三小…
"
[問卦]有人會期待四樓的天堂嗎,2021/10/11,14:56:02,https://www.ptt.cc/bbs/Gossiping/M.1633964164.A.462.html,u35k6,Gossiping,17,5,2,"最近魷魚遊戲超紅
帶起Netflix韓片碾壓台片的討論
不過想想台劇這幾年也出過
返校
你的孩子不是你的孩子
刻在你心底的名字
當男人戀愛時
這些在台灣算紅的片

這次Netflix即將推出黃秋生主演的四樓的天堂
看預告是推拿師斜槓心理諮商
感覺會中啊
有沒有人在期待這部啊

Sent from
BePTT
on my Samsung SM-G996B
"
[問卦]天橋上的魔術師豆瓣評分力壓魷魚遊戲?,2021/10/11,16:40:19,https://www.ptt.cc/bbs/Gossiping/M.1633970422.A.150.html,hugh509,Gossiping,69,29,6,"太狂啦~

天橋上的魔術師(2021)
豆瓣評分
5175人評價

魷魚遊戲(2021)
豆瓣評分
7.6
282776人評價

中國網友評價完全高一個檔次~力壓狂妄的韓劇

畢竟台韓戲劇的層次和內涵真的差太多了

可惜啊，兩部都無法直接在中國上映
否則正面對決，台劇大概直接殺爆韓劇"
[問卦]男生突然對女生說一口流利韓文有加分嗎?,2021/10/11,17:35:15,https://www.ptt.cc/bbs/Gossiping/M.1633973717.A.2EA.html,JUNOCARE,Gossiping,14,6,3,"如題

現在全世界因為魷魚遊戲

韓國文化爆發式的流行

如果男孩某天突然對女生變得韓文超級流利

一見面就說安妞哈誰唷

吃飯時說馬西鎖唷

冷不防再對女生說一聲沙朗嘿唷

女生會不會被這突然迎面襲來的韓流感到怦然心動?

嘿嘿☺

有沒有八卦?

"
[新聞]林智堅、鄭朝方合體「擊肘」倡議大新竹,2021/10/12,00:41:21,https://www.ptt.cc/bbs/Gossiping/M.1633999283.A.0C3.html,hollym349,Gossiping,51,15,12,"林智堅、鄭朝方合體「擊肘」 倡議大新竹合併
https://news.ltn.com.tw/news/politics/breakingnews/3700657
〔記者黃美珠／新豐報導〕新竹市長林智堅本月啟動「大新竹升格請益之旅」，首站去新竹縣新埔味衛佳柿餅觀光農場時，現場未見曾用「大新竹共好」為口號聯合競選新竹縣長、市長的行政院政務顧問鄭朝方，今天請益第2站，2人終於合體，林智堅不僅握手相迎，還主動舉臂「出擊」，跟鄭朝方來個手肘碰手肘的見面儀式，頗有相互加油打氣之意。

由於上次去柿餅之鄉的請益之旅，鄭朝方不僅缺席還在前一晚臉書PO文引起外界關注，因此今天他的出現也再次成為請益之外另類焦點。

林智堅笑說，他謝謝鄭朝方撥冗到場，也謝謝在場所有關心大新竹升格的人，因為這個議題絕對是對大新竹或國家產業發展最佳且重要的解方。

負責邀請的民進黨新竹市黨部主委、市議員陳建名緩頰說，林智堅拋出「竹竹合併」爭取升格的倡議，他和多名市議員都很認同，但考慮還有很多人並不了解，所以跟也支持新竹的縣議員等民代合作共推「13+1」的宣講活動，希望更多的大新竹鄉親了解竹竹合併升格的合理和迫切性。

剛好林智堅有意透過下鄉請益團結更多支持者的聲量，所以請益之旅首站，他們便以新竹縣、市議員為主，隨林智堅一起到新埔。後來聽到了鄭朝方也支持這個倡議，認為有他加入有助更多新竹縣的鄉親們了解，所以邀他今天也前往森欣實業，大家相互加深了解，讓大新竹升格早日實現。

由於首次請益之旅的前一晚，鄭朝方的臉書PO文提到「政治充滿算計」等字眼，因此餘波盪漾到今天。

鄭朝方說，他所謂的「算計」是指新竹縣當政者對大新竹合併的這些事情。一開始林智堅拋出合併的倡議他第一時間就在臉書表達支持。

2018年他和林智堅一起用「大新竹共好」的概念，提出喝好水等共同政見，所以「大新竹共好」是他跟林智堅最大的共識，也是改變新竹最低的基礎。

這個新竹縣的當政者，對於大新竹合併的議題非常反覆，甚至在3天之後提出了竹竹苗合併，試圖去延緩大新竹進步的可能。

在他關於「魷魚遊戲」的貼文中事實上只說了上半部，下半部是說雖然（政治）充滿了算計，但他和林智堅都希望民眾不要成為有些政客的籌碼或是棋子，他們的初心都是希望大新竹可以更好。

新竹縣長楊文科回應鄭朝方的說法，強調他支持合併升格為第7都的立場始終一致，從來沒有反覆或動搖過。最初媒體的詢問只是鎖定「竹竹合併」議題，他表示支持合併升格，但是怎麼合併必須要大家充分溝通討論，且需要議會同意才行。而新竹縣議會的立場就是支持竹竹苗合併升格。

反觀林智堅最初接受專訪只提竹竹合併，並沒有提升格，是他回應支持合併升格為第7都，後來才喊大新竹合併升格，誰的立場反覆不言可喻。"
[問卦]為何魷魚遊戲比今之國好看,2021/10/12,07:39:12,https://www.ptt.cc/bbs/Gossiping/M.1634024354.A.49A.html,leefengynh,Gossiping,186,49,16,"之前看完了日劇今之國 只覺得他們就一直破關破關在破關 沒了

對每個人物角色的刻劃性格也都不清不楚

這些人為什麼被選上遊戲也沒有交代

不像魷魚遊戲每個角色的立場個性感情鮮明


為什麼日本拍不出魷魚遊戲？
"
Re:[問卦]為何魷魚遊戲比今之國好看,2021/10/12,09:27:02,https://www.ptt.cc/bbs/Gossiping/M.1634030825.A.B25.html,sumade,Gossiping,42,7,7,"別鬧了  真要說的話  魷魚遊戲才是真正來亂的劇

為什麼

會想看這種劇的  重點會放在遊戲內容

韓國用那個木頭人  椪糖  拔河那種亂七八糟的遊戲

跟日本比  根本還相差甚遠


會來玩這遊戲的  十之八九就是沒錢

沒錢的人是要刻劃什麼性格  被選上遊戲是要有啥交代啦

就好像去酒店就是要去爽的

你在那邊問小姐為什麼要來酒店上班  酒店小姐有啥個性等的

不覺得這行為很白痴嗎


這種贏家全拿的劇情  最經典的還是詐欺遊戲

先不管角色和劇情  光遊戲內容就屌打了好嗎

更不用說規則的設定更是莫名其妙

第一次看到玩這種遊戲  半夜還可以殺人的

失去遊戲的精神  半夜殺光對手就好啦  哪還需要比遊戲


與其問日本為什麼拍不出魷魚遊戲

倒不如問韓國怎麼有臉拍出這種東西來

就好像綜藝玩很大  跑到戶外錄原地踏步這單元一樣

詐欺遊戲2007年拍的  這幾年一看再看  起碼看了四五次

魷魚遊戲晚了人家14年  別說四五次了  一次想要吞完都有困難


謝謝大家
"
Re:[問卦]為何魷魚遊戲比今之國好看,2021/10/12,09:33:56,https://www.ptt.cc/bbs/Gossiping/M.1634031238.A.BE4.html,philae1112,Gossiping,10,1,1,"我覺得有一個人設很重要
主角比觀眾蠢，就會大受歡迎
就像滑手機常看到的遊戲廣告
總是操作的很智障

知名的主角像是：
灌籃高手，櫻木花道
七龍珠，孫悟空
烏龍派出所，阿兩
航海王，魯夫

今際之國的主角太聰明了不行
像謊言遊戲的正妹主角阿直
最會的就是害怕跟吃 驚

魷魚遊戲的主角，夠蠢
夠好笑，娛樂度夠，讚
看劇就是要看好笑看開心
"
Re:[問卦]為何魷魚遊戲比今之國好看,2021/10/12,09:52:42,https://www.ptt.cc/bbs/Gossiping/M.1634032364.A.5FD.html,JUSCO,Gossiping,56,21,3,"之前看到有人會說 魷魚遊戲裡的遊戲指靠運氣 沒有鬥智

  真的超級好笑

  社會底層的人是要鬥什麼智啦

  他都腦中推算  過目不忘的話

  他幹嘛不去上首爾大學當社會菁英就好

  社會底層就是拿命拼而已  是要鬥什麼智

  都生死關頭了 你還在那邊腦中推算咧

  不可否認日本的遊戲比較精緻  但違反人性阿！！

  裡面有也演到阿  尚佑算是高知識份子吧

  他就會利用他獲取的信息來耍小聰明

  但要在腦中在那邊計算什麼三小的

  像今際男主那種什麼過目不忘了  還是豪小吧...
"
[問卦]俗女誰的演技最好，誰的演技最差呢？,2021/10/12,10:04:04,https://www.ptt.cc/bbs/Gossiping/M.1634033046.A.4F0.html,jones921245,Gossiping,6,2,1,"俗女養成記有一二季  客串人物更是一集比一集亮眼

  集合了台灣金鐘、金馬曾經的得獎和入圍者

  我覺得演最好的應該是第二季的于子育和天心

  天心和鍾欣凌那一集的碰撞很好哭

  演技較差的應該是陳嘉明吧  但是新人就不為過

  如果這群人一起拍台灣的魷魚遊戲  誰會先死呢？
"
Re:[問卦]為何魷魚遊戲比今之國好看,2021/10/12,10:11:10,https://www.ptt.cc/bbs/Gossiping/M.1634033473.A.FB4.html,UzInSec,Gossiping,11,6,0,"我覺得魷魚有一個優點

就是選角是有照著角色氣質和人設的

雖說主角群沒有什麼帥哥正妹

唯一一場激情戲還是給大媽演

但這演員有符合劇中那種賴皮感


而今際雖然一堆泳裝正妹

但就沒有那種拿命闖關掙扎的氣氛...

海濱這段看得很出戲(PS:雖然很養眼)
"
Re:[問卦]為何魷魚遊戲比今之國好看,2021/10/12,10:23:44,https://www.ptt.cc/bbs/Gossiping/M.1634034226.A.1F1.html,talesb72232,Gossiping,18,6,1,"角色刻畫以及人物帶入感的問題。
日劇創造的角色大部分都具有極端性。
極端性就是有某種過人的優點，同時也有某項缺點，且優缺點的好壞都是固定不可變動的
。
但正常人的優缺點其實是雙面性，看場景、當時的處境或人物角色的態度等，使得優點可
以變缺點，缺點可以變成優點。
你看魷魚遊戲中的主角及配角，在第一次參加遊戲時，為了活下去，投票過半結束遊戲。
第二次開始遊戲時，也是為了活下去而回頭參加獎金爭奪戰。
一樣是求生意志的展現，卻產生不同行為及結果，這是日劇被韓劇超越的原因。
"
